Date,Video ID,Title
2017-12-20,75y3VSu0xdo,Isolating microservices without sacrificing velocity - GitHub Universe 2017
2018-01-13,kB-3vvtdLxw,Caring For Your Fellow Developers - GitHub Universe 2017
2018-01-13,YJagVNzSUk0,Building CS50 with GitHub - GitHub Universe 2017
2017-11-27,5Yu3qCP-pxw,Launching GitHub's public GraphQL API - GitHub Universe 2017
2017-11-30,mGZu5MzTtMA,How tech policy is shaping the future of software - GitHub Universe 2017
2018-01-13,DKhgrFmNTAg,Having an invisible disease at GitHub - GitHub Universe 2017
2017-12-20,rK8yHl0cHoc,GitHub Driven Refactoring - GitHub Universe 2017
2018-01-13,AJXDdkd9U7M,Extending with GitHub: easy integrations with Probot - GitHub Universe 2017
2018-01-13,zco_D0uvE5w,Balancing identity & privacy: building tools to help users - GitHub Universe 2017
2017-12-06,53qGVTSUoFA,GitHub Universe 2017
2017-11-16,YyPfkv8g-k4,Game Off is Back
2017-10-25,1KxV-zwcTa4,Mine The Music: Searching Efficiently With Open Source - GitHub Universe 2017
2017-10-25,LXu80xXwFY0,Microsoft Loves Open Source: Becoming The Largest Contributor - GitHub Universe 2017
2017-10-25,exfc7-hzUQg,How GitHub Combined with CI Empowers Rapid Product Delivery - GitHub Universe 2017
2017-10-25,v9v6BUTrK_g,Advanced GitHub Enterprise Administration - GitHub Universe 2017
2017-10-25,mBtIyVs7ieQ,Pushing The Boundaries On Video Understanding - GitHub Universe 2017
2017-10-25,IaFZDxoTZ4c,Fireside Chat with Charity Majors - GitHub Universe 2017
2017-10-25,RMtga2JfkT4,Opening Keynote Day 2 - GitHub Universe 2017
2017-10-25,wtSSM6xvTzI,Transformative Change In Challenging Times - GitHub Universe 2017
2017-10-25,VR_0t3KvpNc,Building Inclusion From The Inside Out - GitHub Universe 2017
2017-10-25,4_umRysuFjU,Opening Keynote - GitHub Universe 2017
2017-10-11,f0BzD1zCye0,GitHub Universe 2017 - Better Together
2017-10-11,WVQe1ZE7FtU,I am a Developer - Lisa Lang
2017-10-11,2Hjodq3JdoI,I am a Developer - Mario Ponce
2017-10-11,EkWzOTsKvz8,I am a Developer - Amy Dickens
2017-10-11,u4tq9Ef5czw,I am a Developer - Alicia Carr
2017-06-29,U_AzYcJFwb4,GitHub Satellite 2017
2017-09-18,lqMwTToOojk,Octotales - Inselect
2017-10-12,64gaATwzXvE,Global Software Development with InnerSource - GitHub Satellite 2017
2017-10-12,jsDdUSxXhW0,Openness @ King: Our Journey Towards Collaboration with GHE - GitHub Satellite 2017
2017-10-12,DF2OHLau9uA,A Data Driven Approach to Leading Software Teams - GitHub Satellite 2017
2017-10-11,vS5hct55p40,Modernizing Software Architecture - GitHub Satellite 2017
2017-10-11,Q54e40V9Vg4,Building Interconnected Workflows - GitHub Satellite 2017
2017-10-10,K0svhmx0nRE,Empowering Environmental Science with Open Tools & Data - GitHub Satellite 2017
2017-10-10,DRJIjwhLQSI,How to Avoid Creating a GitHub Junkyard - GitHub Satellite 2017
2017-10-09,yb9Svh1ETlc,It's not just for code! Git and GitHub as a platform for Open Education
2017-10-08,T80VOqmMd5I,GitHub Beyond Your Browser - GitHub Satellite 2017
2017-10-08,3mV-jIObiBw,From WiT to WiTtier - Growing a Women in Tech community in Nottingham - GitHub Satellite 2017
2017-10-07,bUxXjfmUDYs,Teaching GitHub Flow with LEGO and Arduino - GitHub Satellite 2017
2017-10-07,moDdhDxzg2k,Git Tips & Tricks - GitHub Satellite 2017
2017-10-06,CBJMCt9bAbM,The Secret Life of Monoliths - GitHub Satellite 2017
2017-10-06,PpFaKCzKsYA,Integrating With GitHub - GitHub Satellite 2017
2017-10-05,o_MBuszB39M,Opening Keynote - GitHub Satellite 2017
2017-10-05,TlQcwNnqpnE,The Power of the Open Source Community - GitHub Satellite 2017
2017-05-22,_HjToekoEMk,GitHub Marketplace
2017-05-20,8CUPVB8tKoY,Git Simple: Writing primary git functionalities in Ruby - Git Merge 2017
2017-05-20,WfwwFyE-ckQ,Repo 911 - Git Merge 2017
2017-05-20,2UKd0YMuc-M,Greatest Hits of the Git Maintainers Room - Git Merge 2017
2017-05-19,M75aENmuzmo,Jedi Mind Tricks for Git - Git Merge 2017
2017-05-19,0EubYhsX-No,The Battle for Sub-premacy - Git Merge 2017
2017-05-18,54Yh0YyC-4Q,"Git and the Terrible, Horrible, No Good, Very Bad Day - Git Merge 2017"
2017-05-18,GRO9Ho8iXds,Trust But Verify - Git Merge 2017
2017-05-17,usQgAy8YDVA,Git for Pair Programming - Git Merge 2017
2017-05-17,_gyLZVjekbo,Lightning Talks - Git Merge 2017
2017-05-16,3IIaOj1Lhb0,Git Aliases of the Gods!  - Git Merge 2017
2017-05-16,Q7i_qQW__q4,Git LFS at Light Speed - Git Merge 2017
2017-05-16,gOVD-DrUpwQ,Scaling Mercurial at Facebook: Insights from the Other Side - Git Merge 2017
2017-05-24,-AQl98fItmQ,Git: The Tool Loved and (sometimes) Feared - Git Merge 2017
2017-05-16,31XZYMjg93o,What’s Wrong With Git? - Git Merge 2017
2017-05-04,g_MPGU_m01s,Scaling Git at Microsoft - Git Merge 2017
2017-05-04,-ZNKR9wFe8o,Top Ten Worst Repositories to host on GitHub - Git Merge 2017
2017-05-03,CKwuPQqOi_4,Software Freedom Conservancy - Git Merge 2017
2017-06-08,PqBatpCmRf0,"Crescent Wrenches, Socket Sets, and Other Tools For Debugging - CodeConf 2016"
2017-06-08,KoUhdhZmdWM,Twitter Heron In Practice - CodeConf 2016
2017-06-07,RRf6ye7GSB0,Enabling Data-Driven Public-Private Collaborations - CodeConf 2016
2017-06-07,EMOnUvcnHa0,Behavior Design: Teaching Your Users' Security - CodeConf 2016
2017-06-07,_sJTbLvhTVg,Design for Non-Designers - CodeConf 2016
2017-06-07,Usgh19es_oE,"From closed to open, a tale about Parse - CodeConf 2016"
2017-06-06,PRAT0BK6Ahw,The HashiCorp Formula to Open Source - CodeConf 2016
2017-06-06,GBj7xOtue0c,Emerging Models for Open Source Contributions - CodeConf 2016
2017-06-06,G3Z0F8Tw13Y,"Let's Encrypt: A Free, Automated, and Open Certificate Authority - CodeConf 2016"
2017-06-05,-wSwlLeKFdE,What happens when military veterans learn to code - CodeConf 2016
2017-06-05,MGKKqE915ag,Lending Privilege - CodeConf 2016
2017-06-05,OsOZpF6LFcw,The Open Source Contributor Funnel: Turning Users Into Maintainers - CodeConf 2016
2017-06-05,d6iFXlsObFI,The heart of npm - CodeConf 2016
2017-06-03,RHDP_KCrjUc,Distributed Consensus with Raft - CodeConf 2016
2017-06-03,56ftygaP68I,Natural language analysis of Bowie's personas - CodeConf 2016
2017-06-03,407nwX6__70,Rust's Community Automation - CodeConf 2016
2017-06-03,NE9253C3isY,Rust: Systems Programming for Web Developers - CodeConf 2016
2017-06-02,SdVlJVevgeQ,12 Factor Apps and Kubernetes - CodeConf 2016
2017-06-02,yiiDFRs62lQ,The Perfect Programming Language - CodeConf 2016
2017-05-03,tvymSWfvkjw,Git Merge 2017 Recap
2017-02-08,paS09pRV8bY,Maintainer Stories — Amjith Ramanujam
2017-02-08,us_3IGG6leM,Maintainer Stories — Eric Holscher
2017-02-08,MjKwvdF7SrA,Maintainer Stories — Katrina Owen
2016-12-19,w3jLJU7DT5E,What is GitHub?
2016-11-28,6VTYwbnZdQM,The Octocat Plushie
2016-10-26,z_4B9oVGa3k,The People's Code - GitHub Universe 2016
2016-10-12,rN4cMAGPRQ0,Introducing New Workflow Improvements: Code Review & Projects - GitHub Universe 2016
2016-10-07,uG1zzGNPDnU,Game Off Returns
2016-09-28,Uflvf8l0NLY,Developing Open Source in Service to National Security - GitHub Universe 2016
2016-09-28,DY0yNRNkYb0,Building Reliability with Spokes - GitHub Universe 2016
2016-09-28,fJpp0s_GN3s,Transforming Tribal Knowledge into Learning Trees - GitHub Universe 2016
2016-10-25,5ABos9UTfJU,Building and Scaling a Distributed and Inclusive Team - GitHub Universe 2016
2016-09-28,jArFW_GpxE4,Crossing the Canyon of Cognizance: A Shared Adventure - GitHub Universe 2016
2016-09-28,FdH8-4tV8v8,Measuring the Value of GitHub Enterprise - GitHub Universe 2016
2016-09-28,FNHBfN8c32U,Electron: Desktop Apps with Web Languages - GitHub Universe 2016
2016-09-28,tFIOu_KEr-4,Crossing the Language Divide in Open Source Projects - GitHub Universe 2016
2016-09-28,LsxDxL4PYik,Tips & Tricks: Gotta Git Them All - GitHub Universe 2016
2016-09-28,Eqg_IqVeI5s,"Making Electron Development Simpler, More Pleasant, and More Productive - GitHub Universe 2016"
2016-09-28,pJFM321_lAs,Code Review is an Architectural Necessity - GitHub Universe 2016
2016-09-28,0CLYWi8wSyk,Making online collaboration safer at GitHub - GitHub Universe 2016
2016-09-28,_dk4SxkpLc8,GitHub Integrations - GitHub Universe 2016
2016-09-28,yQZ7JBh9VDU,Pains & Gains: Five Short Stories - GitHub Universe 2016
2016-09-28,dKGSVTNw7ZU,"YesSQL, process and tooling at scale - GitHub Universe 2016"
2016-09-28,wPPFhcqGcvk,Implementing and Using GraphQL at GitHub - GitHub Universe 2016
2016-09-28,sDKN-xyqcNc,"InnerSource: Reaping the Benefits of Open Source, Behind Your Firewall"
2016-09-28,2zksJnRSgv0,gh-ost: GitHub's online schema migrations tool for MySQL - GitHub Universe 2016
2016-09-28,UB283wKxiqU,Managing GitHub at Scale - GitHub Universe 2016
2016-09-28,8Nvg-MMtN_A,Lending Privilege - GitHub Universe 2016
2016-09-28,juLIxo42A_s,The GitHub Flow - GitHub Universe 2016
2016-09-23,W0bVyxi38Bc,Machines Making Movies - GitHub Universe 2016
2016-09-20,ivsfZjvc1-4,99% Invisible - GitHub Universe 2016
2016-09-20,4Iem6JK6PtY,Blurry Lines - GitHub Universe 2016
2016-09-20,yvB6BqYs2T0,How GOV.UK Changed Government - GitHub Universe 2016
2016-09-20,rzwdi4iSzBQ,The Police Data Initiative - GitHub Universe 2016
2016-09-20,aDOGeBqEDsA,Fireside Chat with Bret Taylor - GitHub Universe 2016
2016-09-20,u9s_W8lCrDU,Opening Keynote - GitHub Universe 2016
2016-09-20,0A-u1tQTBqo,The New Developer - GitHub Universe 2016
2016-09-14,qwLDACQeWBI,GitHub Universe - We Have Wift Off!
2016-09-14,afvT1c1ii0c,How we build software.
2016-07-29,eLUegWCIeOA,GitHub Satellite 2016
2016-07-29,cwz3U82mC-Y,The API flow - GitHub Satellite 2016
2016-07-29,He-yMYcJLig,Staying sane with small incremental releases - GitHub Satellite 2016
2016-07-29,YRH6NvYaBk4,Optimizing for cognitive workflows - GitHub Satellite 2016
2016-07-29,f2-twfkbdiE,Inspiring innovation in a new era of technology - GitHub Satellite 2016
2016-07-29,_7XP0RWZt0U,Social Coding at SAP - GitHub Satellite 2016
2016-07-29,SA1h34ESWqQ,Collaborating with Hubot for a more efficient DevOps workflow - GitHub Satellite 2016
2016-07-29,ANEv_7X7NA8,Using pull requests to drive continuous delivery - GitHub Satellite 2016
2016-07-29,Tde6YQtudWw,How we built GOV.UK without breaking the web - GitHub Satellite 2016
2016-07-29,WVb2OD49pUA,Building cross-platform apps with Electron - GitHub Satellite 2016
2016-07-29,lJVrKhrsHvU,Growing and maintaining an open source project - GitHub Satellite 2016
2016-07-29,DiMkf2p2PvI,Prototyping the Internet of Things - GitHub Satellite 2016
2016-07-29,UaqulMz5npk,In pursuit of open source security - GitHub Satellite 2016
2016-07-29,cUHxaAOfj1A,Building GitHub - GitHub Satellite 2016
2016-07-29,HMV39N-UgFY,Closing Keynote - GitHub Satellite 2016
2016-07-29,DoQiiE5oNOU,Opening Keynote - GitHub Satellite 2016
2016-11-08,J8e5tmGJrLo,Git Merge 2016 Recap
2016-11-16,i7AvltW48Xk,"The Coding Chef: Optimizing Tools & Workflows, Juan Pablo Buritica - Git Merge 2016"
2016-11-16,rKgBV4yfK3g,"Git Is Taking Over Microsoft, Saeed Noursalehi - Git Merge 2016"
2016-11-16,Y2Msq90ZknI,"Dissecting Git's Guts, Emily Xie - Git Merge 2016"
2016-11-16,bQBE7Ky7xs8,"Version Controlled CI and CD, Sytse ""Sid"" Sijbrandij - Git Merge 2016"
2016-11-16,d-T51nhmFhQ,"20 Tricks with Git and Shell, Spencer Krum - Git Merge 2016"
2016-11-16,W_gtQthk-bQ,"Git for Static Websites, Ryan Hodson - Git Merge 2016"
2016-11-16,MlBj0znSoMo,"Tracking Huge Files with Git LFS, Tim Pettersen - Git Merge 2016"
2016-11-16,DvMfNfjcYJg,"Repo factoring, Charles Bailey - Git Merge 2016"
2016-11-16,TG_MxBNCsaQ,"From CLI to GUI: Overcoming Challenges to Advance Git, John Haley & Hamid Shojaee - Git Merge 2016"
2016-11-16,z2kEpFF8l1Q,"Change Needs Management, Emily Jane Hogbin Westby - Git Merge 2016"
2016-11-16,b3P2efnryfs,"Adopt Git at Scale and Stay Sane, Lars Schneider - Git Merge 2016"
2016-11-16,f7ecUqHxD7o,"Scaling at GitHub, Patrick Reynolds - Git Merge 2016"
2016-11-16,vyenmLqJQjs,"Linux Kernel Development, Greg Kroah-Hartman - Git Merge 2016"
2016-11-16,rrPTGjDjqlQ,Optimizing for cognitive workflows - Laurent Ploix
2016-04-05,LreQfx5x740,Octotales • Fred Hutch
2016-03-15,OeBZUW-9i0M,Octotales: MailChimp
2016-02-04,jpMmboYadnA,Git and GitHub Secrets - GitHub Universe 2015
2016-02-04,NqqmafB4fAg,Changing Lives with Open Data - GitHub Universe 2015
2016-02-04,0MQihfI_OMA,GitHub Security Best Practices - GitHub Universe 2015
2016-02-04,F8hxDhtyNEw,Offline Web Apps on GitHub Pages - GitHub Universe 2015
2016-02-04,0jA2YrC1X4k,Metrics-Driven Development - GitHub Universe 2015
2016-02-04,QNixDNtwYJ0,From Perforce To Git: Lessons Learned - GitHub Universe 2015
2016-02-04,x2fd8HHk5xM,Integrating with the GitHub API - GitHub Universe 2015
2016-02-04,kSnHQREBaXo,Beyond Saas: Building for Enterprise - GitHub Universe 2015
2016-02-04,Sq2HiOE0cTY,Rethinking Production Monitoring - GitHub Universe 2015
2016-02-04,_dkeD3OZ218,Electron: Desktop Apps with Web Languages - GitHub Universe 2015
2016-02-04,Bn3Aa325v4k,The Importance of Positive Feedback - GitHub Universe 2015
2016-02-04,XWCmMXDaufM,From No Git to 3000 GitHub Enterprise Users - GitHub Universe 2015
2016-02-04,VSPsEu7QmBM,Working Together to Make Things Better for the World - GitHub Universe 2015
2016-02-04,MVwj6DQM-PY,Every Company is a Software Company - GitHub Universe 2015
2016-02-04,0pzir6xoQQc,Creating a Community at Docker - GitHub Universe 2015
2016-02-04,5KMW5BA2qGk,Tell Our Stories - GitHub Universe 2015
2016-02-04,4etQ8s74aHg,Democratic Deploys at Airbnb - GitHub Universe 2015
2016-02-04,KzJghBDIBOM,CI in the World of MicroServices - GitHub Universe 2015
2016-02-04,ndBwIFmOjzw,Atlassian and Git LFS - GitHub Universe 2015
2016-02-04,UquTe8QlSEo,Visual Studio Online and Git LFS - GitHub Universe 2015
2016-02-04,68ItppT_aGM,Overview of Git LFS - GitHub Universe 2015
2016-02-04,YHierHqxOT0,Training the Team - GitHub Universe 2015
2016-02-04,xD5p1Iw9In4,GitHub Enterprise Primer and Deployment - GitHub Universe 2015
2016-02-04,Falqd-5Nfqo,Building Communities Around Open Source Security Software - GitHub Universe 2015
2016-02-04,vCwuZfK0VG4,"Pull Requests, Code Review, and the GitHub Flow - GitHub Universe 2015"
2016-02-04,IEwtBi7P9cQ,Open Source Principles for Internal Engineering Teams - GitHub Universe 2015
2016-02-04,vtz4tCxQgx0,FIDO U2F: The Next Step in the Evolution of Account Security - GitHub Universe 2015
2016-02-04,l5SIbsy21jE,Git LFS Training - GitHub Universe 2015
2016-02-04,GcMQgLT1VPw,Digital-Industrial: Global Impact of Industrial Innovation - GitHub Universe 2015
2016-02-04,yCOkM9PX6r0,"Five years, building a culture, and handing it off - GitHub Universe 2015"
2015-11-10,EZy1Dl5KJNg,The Mini Octocat Figurine
2016-02-04,6-FqUO_RzUo,Opening Keynote - GitHub Universe 2015
2015-10-01,vq2jYFZVMDA,GitHub Universe
2015-10-06,VzuBJTtwm3o,Anna's Story
2015-10-01,_11d1ZsEZ8g,Git LFS 1.0
2017-06-01,UQYWHQMKOQA,"How Argument Cultures & Critical Feedback are Hurting Eng. Teams, Kate Heddleston - CodeConf 2015"
2017-06-01,85fXs6cQETQ,"Becoming a Better Programmer, Peter Goodliffe - CodeConf 2015"
2017-05-31,NqjPy1Ltsv8,"The Hacker's Guide to the Galaxy, Ariel Waldman - CodeConf 2015"
2017-05-30,CGfCLy_c9NE,"Improving Online Learning and Collaboration Through Design, Kortney Ziegler - CodeConf 2015"
2017-05-30,F33S9OTN26M,"Microsoft Azure and Hadoop, an OSS Story, Jennifer Marsman - CodeConf 2015"
2017-05-29,W42S1pkSq-o,"How Facebook does Open Source at Scale, Christine Abernathy - CodeConf 2015"
2017-05-29,wTqaz5vf8U0,"Conversational Aikido and Other Lessons in Moderation, Lee Dohm - CodeConf 2015"
2017-05-29,NdmhVX6zIr4,"Single Page Web Apps with Electron, Paul Betts - CodeConf 2015"
2017-05-28,qBOsGwpwEoY,"Web Components in Google Chrome, Elliott Sprehn - CodeConf 2015"
2017-05-28,N8AZFUOBsaw,"World of Atom, Daniel Hengeveld, Chris Wanstrath, Ben Ogle - CodeConf 2015"
2017-05-27,q7vqdMGIY7o,"Lessons from Girl Develop It, Corinne Warnshuis - CodeConf 2015"
2017-05-27,I2B5GkBw2H4,"Making Music in the Browser, Steve Kinney - CodeConf 2015"
2017-05-26,CCICGu5dy8s,"Creating Chaos from Order, Casey Rosenthal - CodeConf 2015"
2017-05-26,gSbLvgof-f8,"Detecting and Mitigating Fraud in Realtime at Airbnb, Eric Levine - CodeConf 2015"
2017-05-25,K8gB41dYAUM,"The Guardian: Developing in the Open, Roberto Tyley - CodeConf 2015"
2017-05-25,Z_-mJP0Dh1w,"Designing in the Open, Una Kravets & Ryan Brownhill - CodeConf 2015"
2017-05-24,6Giz8csd6Is,"Debugging Diversity, Anjuan Simmons - CodeConf 2015"
2017-05-24,5ozzhMlrsNk,"State of the Open Source Licenses, Mislav Marohnić - CodeConf 2015"
2017-05-23,cxxWrUfugyE,"Microsoft’s Voyage into Open Source, Kasey Uhlenhuth - CodeConf 2015"
2017-05-23,WqsXQGKtods,"Building an Open Source Business, Josh Kalderimis - CodeConf 2015"
2015-08-13,KDUtjZHIx44,Everything I Wish I Knew When I Started Using GitHub
2015-06-25,Y7aEiVwBAdk,Introducing Atom 1.0!
2015-05-22,QEFEdkFaFVk,CodeConf 2015 in Nashville
2015-05-12,ftMJdbHxv3A,Git Merge 2015
2015-05-12,7qspn906quI,"Great Artists Steal: Adding Git Support to Microsoft Visual Studio, Edward Thomson - Git Merge 2015"
2015-05-12,MPwRnpzmMI8,"Infrastructure as Code: Manage your Architecture with Git, Danilo Poccia - Git Merge 2015"
2015-05-12,Hksnvmlztns,"Building a Git Extension with First Principles, Rick Olson - Git Merge 2015"
2015-05-12,xYhHi8yK-Is,"Teaching People Git, Emma Jane Hogbin Westby - Git Merge 2015"
2015-05-12,F5YBaske5ao,"The Challenge of Monorepos: Strategies from git-core and Open Source, John Garcia - Git Merge 2015"
2015-05-12,62Q-uepv-2A,"Beyond Source Code Versioning – git at SAP, Dirk Lehman - Git Merge 2015"
2015-05-12,cY34mr71ky8,"Git at Google: Making Big Projects (and Everyone Else) Happy, Dave Borowitz - Git Merge 2015"
2015-05-12,bjh4DHuOf4E,"Scaling Git at Twitter, Wilhelm Bierbaum - Git Merge 2015"
2015-03-03,L8d0G7Duz9A,GitHub OctoTales • Epic Games
2014-11-18,mkiDkkdGGAQ,"GitHub Enterprise on AWS is fast, jetpack fast"
2014-11-11,piZQLiWMypk,A look at the new GitHub Enterprise
2014-11-11,lN4Pu0CzUhQ,Something feels...different. GitHub Enterprise on AWS.
2014-10-21,OF--50_hcTU,The Octocat Figurine
2014-08-12,V8XJBacCNTo,FIRST Robotics • Presented by GitHub
2014-06-23,j1-G14EJRQ8,GitHub OctoTales • GREE
2014-06-13,kuZ5eR2JcSo,Modularity à la Taliban by Jon Sterling • GitHub Reactive Cocoa Developer Conference
2014-06-13,ICNjRS2X8WM,The Future Of ReactiveCocoa by Justin Spahr-Summers • GitHub Reactive Cocoa Developer Conference
2014-06-13,NzKp2AjnMMM,Reactive Cocoa Developer Conference • Panel Q&A and Discussion
2014-06-13,sek0ohbboNU,RACify Non-Reactive Code by Dave Lee • GitHub Reactive Cocoa Developer Conference
2014-05-14,iUcm5COsKJo,rOpenSci Hackathon 2014
2014-04-07,KgVHcguTNtQ,GitHub OctoTales • UC Berkeley
2014-03-11,vbert5jq058,Passion Projects (Live) 11: Laura Gluhanich (Building Online Communities)
2014-03-10,7aRZ2QbuK_o,Passion Projects (Docs) • Timoni West (Foursquare)
2014-03-03,veok2RIQqYU,GitHub OctoTales • DeNA
2014-01-23,XRtSQqR3sdU,2013 GitHub Dodgeball Tournament for Charity
2014-01-20,svPqLr5NXoM,Passion Projects (Live) 10: Dana McCallum (Joining Datasets w Pastimes)
2014-01-08,VgeQsIKO4rM,Passion Projects (Live) 9: Melissa Severini (Organization Organizing)
2013-12-16,v0EsVMAyZdI,Passion Projects (Live) 7: Jen Myers (How To Not Be An Expert)
2013-12-16,XqSooZhyR3w,Passion Projects (Live) 8: Ligaya Tichy (Giving Charitably)
2013-12-12,r8A383xMRUQ,Passion Projects (Live) 6: The Leslie Bradshaw Realtalk Edition
2013-11-13,KOhaBgKcb1w,"""What is Your Why"" by Keavy McMinn"
2013-10-02,-RhhP7kv57g,Flexible Hours • Inside GitHub
2013-09-19,3GeKarLwfqA,Passion Projects (Docs) • Rachel Myers (RailsBridge)
2013-08-12,e5KzPnpzZQQ,Girls Who Code Graduation Salutation from GitHub
2013-07-18,RZbqJxQJ5LY,Passion Projects (Live) 5: Jessica Hische (Procrastiworking)
2013-07-03,q4c4NuOedXY,Passion Projects (Live) 4: Sara Chipps (Forgiveness)
2013-06-10,ztaWfi0Aaqk,Passion Projects (Live) 3: Timoni West (UX and User Data)
2013-06-08,hSm7zvVYgvM,Git Merge • HubTags (Lars Schneider)
2013-06-08,4ZWqr6iih3s,Git Merge • Current status of libgit2 (Russell Belfer)
2013-06-08,NmxZczuN7_8,Git Merge • Gapply.vim (Andrew Radev)
2013-06-08,Zhl0PUKztvc,Git Merge • Gource (Tobias Preuss)
2013-06-07,Dl416_yVqhU,Git Merge • The state of Teaching Git (Matthew McCullough)
2013-06-07,ox3G_4rQrQQ,Git Merge • A description of libgit2 (Ben Straub)
2013-06-07,z4DgbC1m8yE,Git Merge • Git integration with Intellij (Kirill Likhodedov)
2013-06-07,5643CSFvgmY,Git Merge • Git in Team Foundation (Ed Thomson)
2013-06-07,3MHVPW8Yn2w,Git Merge • GitHub Contributors (Sergio Gil)
2013-06-05,b9IJjxDZXcg,Git Merge • Recursive Submodule Checkout (Jens Lehmann & Haiko Voigt)
2013-06-05,CtIkm9Zy1iw,Git Merge • git bisect (Christian Couder)
2013-06-05,FMZ2_-Ny_zc,Git Merge • git-imerge (Michael Haggerty)
2013-06-05,tRh20KrM5Os,Git Merge • bfg-repo-cleaner (Roberto Tyley)
2013-06-05,P28M9Q-vaWM,Git Merge •  BumpVersion & GeoCommit (Filip Noetzel)
2013-06-05,y4J7_VoR9aM,Git Merge • git-trainer (Sergey Sergeyev)
2013-06-05,xK5yaWTt0R0,Git Merge • Scaling Git at GitHub (Vicent Martí)
2013-06-05,VUbJHWkAsQo,Git Merge • VersionEye (Robert Reiz)
2013-06-05,dvWBct66Hcw,Git Merge • SubGit (Semyon Vadishev)
2013-06-05,OfBwFkNaoUo,Git Merge • The Future of Pro Git (Scott Chacon)
2013-06-05,2IPg886iSOU,Git Merge • hub (Mislav Marohnić)
2013-05-23,-qql1Ess7qM,Git Merge • German Law on GitHub (Stefan Wehrmeyer)
2013-05-23,7riCX4Oxms8,Git Merge • Git in VisualStudio (Martin Woodward)
2013-05-23,nmSFRKfFMak,Git Merge • ShowInGitHub XCode Plugin (Lars Schneider)
2013-05-23,XP4CxUkBPSQ,Git Merge • Google Summer of Code (Git Core Team)
2013-05-05,uZqXc1E91mE,Passion Projects (Live) 2: Heather Arthur (Machine Learning)
2013-03-28,rMYUGwQGLn8,Passion Projects (Live) 1: Rachel Myers (RailsBridge)
2013-03-20,bgmwnfYtR5c,GitHub OctoTales • jQuery
